file_path,depth,file_name,file_ext,width,height,aspect_ratio,megapixels,orientation,class,species,phash
Classes/poisonous/Amanita muscaria/3869medium.jpeg,3,3869medium,jpeg,500,335,1.492537313432836,0.1675,landscape,poisonous,Amanita muscaria,dd98856662376671
Classes/conditionally_edible/Amanita_fulva/Amanita_fulva8.png,3,Amanita_fulva8,png,259,194,1.3350515463917525,0.050246,landscape,conditionally_edible,Amanita_fulva,a5bc9c2d721f4b42
Classes/edible/Mutinus ravenelii/18688medium.jpg,3,18688medium,jpg,500,333,1.5015015015015014,0.1665,landscape,edible,Mutinus ravenelii,99464926bb7dc661
Classes/poisonous/Amanita muscaria/3251medium.jpeg,3,3251medium,jpeg,500,375,1.3333333333333333,0.1875,landscape,poisonous,Amanita muscaria,d9a699cf26d00d17
Classes/poisonous/Amanita muscaria/3409medium.jpg,3,3409medium,jpg,375,500,0.75,0.1875,portrait,poisonous,Amanita muscaria,cfb6585863a5d426
Classes/poisonous/Amanita muscaria/1474medium.jpeg,3,1474medium,jpeg,281,500,0.562,0.1405,portrait,poisonous,Amanita muscaria,d89dc0f4c38651ed
Classes/poisonous/Amanita muscaria/4245medium.jpeg,3,4245medium,jpeg,375,500,0.75,0.1875,portrait,poisonous,Amanita muscaria,d0c5753ef46083e3
Classes/conditionally_edible/Fomes fomentarius/16370medium.jpeg,3,16370medium,jpeg,375,500,0.75,0.1875,portrait,conditionally_edible,Fomes fomentarius,c88ef3caa5337825
Classes/poisonous/Amanita muscaria/3026medium.jpeg,3,3026medium,jpeg,375,500,0.75,0.1875,portrait,poisonous,Amanita muscaria,d0d0f37f0bc3a324
Classes/conditionally_edible/Fomes fomentarius/15142medium.jpg,3,15142medium,jpg,375,500,0.75,0.1875,portrait,conditionally_edible,Fomes fomentarius,eb14e361995c617a
Classes/poisonous/Amanita muscaria/3081medium.jpeg,3,3081medium,jpeg,386,500,0.772,0.193,portrait,poisonous,Amanita muscaria,c29a3d6db2b035c3
Classes/edible/Schizophyllum commune/38192medium.jpeg,3,38192medium,jpeg,375,500,0.75,0.1875,portrait,edible,Schizophyllum commune,a2bdf196b429ce21
