file_path,depth,file_name,file_ext,width,height,aspect_ratio,megapixels,orientation,class,species,phash
Classes/conditionally_edible/horn_of_plenty/8.png,3,8,png,512,512,1.0,0.262144,square,conditionally_edible,Horn Of Plenty,abb9d4a0aae5c4d4
Classes/conditionally_edible/horn_of_plenty/9.png,3,9,png,512,512,1.0,0.262144,square,conditionally_edible,Horn Of Plenty,a581b66e5c2d6b32
Classes/conditionally_edible/horn_of_plenty/14.png,3,14,png,512,512,1.0,0.262144,square,conditionally_edible,Horn Of Plenty,d8f40799f31ea870
Classes/conditionally_edible/horn_of_plenty/12.png,3,12,png,512,512,1.0,0.262144,square,conditionally_edible,Horn Of Plenty,a8a8e950d4af3f58
Classes/conditionally_edible/horn_of_plenty/13.png,3,13,png,512,512,1.0,0.262144,square,conditionally_edible,Horn Of Plenty,8e86638cdcad5bd0
Classes/conditionally_edible/horn_of_plenty/11.png,3,11,png,512,512,1.0,0.262144,square,conditionally_edible,Horn Of Plenty,a0b2cf41e0afde0e
Classes/conditionally_edible/horn_of_plenty/10.png,3,10,png,512,512,1.0,0.262144,square,conditionally_edible,Horn Of Plenty,cde6d0c836cb07c6
Classes/conditionally_edible/horn_of_plenty/4.png,3,4,png,512,512,1.0,0.262144,square,conditionally_edible,Horn Of Plenty,88bd470f603c3de3
Classes/conditionally_edible/horn_of_plenty/5.png,3,5,png,512,512,1.0,0.262144,square,conditionally_edible,Horn Of Plenty,a693018e7926aeee
Classes/conditionally_edible/horn_of_plenty/7.png,3,7,png,512,512,1.0,0.262144,square,conditionally_edible,Horn Of Plenty,bf8991d1c7d2a4c8
Classes/conditionally_edible/horn_of_plenty/6.png,3,6,png,512,512,1.0,0.262144,square,conditionally_edible,Horn Of Plenty,ee9147c3999ccd84
Classes/conditionally_edible/horn_of_plenty/2.png,3,2,png,512,512,1.0,0.262144,square,conditionally_edible,Horn Of Plenty,ec81ff89f488331c
Classes/conditionally_edible/horn_of_plenty/3.png,3,3,png,512,512,1.0,0.262144,square,conditionally_edible,Horn Of Plenty,fcd8800b9d093ef9
Classes/conditionally_edible/horn_of_plenty/1.png,3,1,png,512,512,1.0,0.262144,square,conditionally_edible,Horn Of Plenty,aaa2b3dc4141bdba
Classes/conditionally_edible/horn_of_plenty/0.png,3,0,png,512,512,1.0,0.262144,square,conditionally_edible,Horn Of Plenty,ab59944890dadb97
Classes/conditionally_edible/grisettes/8.png,3,8,png,512,512,1.0,0.262144,square,conditionally_edible,Grisettes,e1f6e8c792390696
Classes/conditionally_edible/grisettes/9.png,3,9,png,512,512,1.0,0.262144,square,conditionally_edible,Grisettes,96126998c5659af7
Classes/conditionally_edible/grisettes/14.png,3,14,png,512,512,1.0,0.262144,square,conditionally_edible,Grisettes,999979ae4e235d48
Classes/conditionally_edible/grisettes/12.png,3,12,png,512,512,1.0,0.262144,square,conditionally_edible,Grisettes,fed12adf700ac234
Classes/conditionally_edible/grisettes/13.png,3,13,png,512,512,1.0,0.262144,square,conditionally_edible,Grisettes,99a22779696162db
Classes/conditionally_edible/grisettes/11.png,3,11,png,512,512,1.0,0.262144,square,conditionally_edible,Grisettes,f5f4f4da584a0a29
Classes/conditionally_edible/grisettes/10.png,3,10,png,512,512,1.0,0.262144,square,conditionally_edible,Grisettes,d8cf647125389bc6
Classes/conditionally_edible/grisettes/4.png,3,4,png,512,512,1.0,0.262144,square,conditionally_edible,Grisettes,85e53a9d699a25d1
Classes/conditionally_edible/grisettes/5.png,3,5,png,512,512,1.0,0.262144,square,conditionally_edible,Grisettes,998ea36979a89635
Classes/conditionally_edible/grisettes/7.png,3,7,png,512,512,1.0,0.262144,square,conditionally_edible,Grisettes,93cb689a65ec660d
Classes/conditionally_edible/grisettes/6.png,3,6,png,512,512,1.0,0.262144,square,conditionally_edible,Grisettes,ce9a7031279dc237
Classes/conditionally_edible/grisettes/2.png,3,2,png,512,512,1.0,0.262144,square,conditionally_edible,Grisettes,d1a63bcd394531ac
Classes/conditionally_edible/grisettes/3.png,3,3,png,512,512,1.0,0.262144,square,conditionally_edible,Grisettes,8c9a76616994d7a6
Classes/conditionally_edible/grisettes/1.png,3,1,png,512,512,1.0,0.262144,square,conditionally_edible,Grisettes,dc872da4e546479a
Classes/conditionally_edible/grisettes/0.png,3,0,png,512,512,1.0,0.262144,square,conditionally_edible,Grisettes,98d2e165cd9a9696
Classes/conditionally_edible/funeral_bell/8.png,3,8,png,512,512,1.0,0.262144,square,conditionally_edible,Funeral Bell,91c56e3a91c51ed3
Classes/conditionally_edible/funeral_bell/9.png,3,9,png,512,512,1.0,0.262144,square,conditionally_edible,Funeral Bell,d3c96d1616e8b433
Classes/conditionally_edible/funeral_bell/14.png,3,14,png,512,512,1.0,0.262144,square,conditionally_edible,Funeral Bell,9c116b729c0f74dc
Classes/conditionally_edible/funeral_bell/12.png,3,12,png,512,512,1.0,0.262144,square,conditionally_edible,Funeral Bell,d32c6893853eda65
Classes/conditionally_edible/funeral_bell/13.png,3,13,png,512,512,1.0,0.262144,square,conditionally_edible,Funeral Bell,c7de3820a1a5f4f4
Classes/conditionally_edible/funeral_bell/11.png,3,11,png,512,512,1.0,0.262144,square,conditionally_edible,Funeral Bell,9b9f642452c2d3cb
Classes/conditionally_edible/funeral_bell/10.png,3,10,png,512,512,1.0,0.262144,square,conditionally_edible,Funeral Bell,ae89526b6d66c3b0
Classes/conditionally_edible/funeral_bell/4.png,3,4,png,512,512,1.0,0.262144,square,conditionally_edible,Funeral Bell,94d4d3d3547c69a1
Classes/conditionally_edible/funeral_bell/5.png,3,5,png,512,512,1.0,0.262144,square,conditionally_edible,Funeral Bell,cea82496796993cb
Classes/conditionally_edible/funeral_bell/7.png,3,7,png,512,512,1.0,0.262144,square,conditionally_edible,Funeral Bell,adce6131268fed84
Classes/conditionally_edible/funeral_bell/6.png,3,6,png,512,512,1.0,0.262144,square,conditionally_edible,Funeral Bell,f5a48a99bd1a3c58
Classes/conditionally_edible/funeral_bell/2.png,3,2,png,512,512,1.0,0.262144,square,conditionally_edible,Funeral Bell,e027d70c1f5a386b
Classes/conditionally_edible/funeral_bell/3.png,3,3,png,512,512,1.0,0.262144,square,conditionally_edible,Funeral Bell,824c69b6e6d25bac
Classes/conditionally_edible/funeral_bell/1.png,3,1,png,512,512,1.0,0.262144,square,conditionally_edible,Funeral Bell,d1f13e0b6a66c9e0
Classes/conditionally_edible/funeral_bell/0.png,3,0,png,512,512,1.0,0.262144,square,conditionally_edible,Funeral Bell,dfd8688f3470b286
Classes/conditionally_edible/macro_mushroom/8.png,3,8,png,512,512,1.0,0.262144,square,conditionally_edible,Macro Mushroom,f9a68799667ac0c2
Classes/conditionally_edible/macro_mushroom/9.png,3,9,png,512,512,1.0,0.262144,square,conditionally_edible,Macro Mushroom,c4933a2d3f7238e1
Classes/conditionally_edible/macro_mushroom/14.png,3,14,png,512,512,1.0,0.262144,square,conditionally_edible,Macro Mushroom,cc706ce733cc86b2
Classes/conditionally_edible/macro_mushroom/12.png,3,12,png,512,512,1.0,0.262144,square,conditionally_edible,Macro Mushroom,8d8531301e5ec7cf
Classes/conditionally_edible/macro_mushroom/13.png,3,13,png,512,512,1.0,0.262144,square,conditionally_edible,Macro Mushroom,bfe4c093de934832
Classes/conditionally_edible/macro_mushroom/11.png,3,11,png,512,512,1.0,0.262144,square,conditionally_edible,Macro Mushroom,e89eb59614571b2a
